0,160,0.15758408978581429,25.957558184862137,30.12
1,320,0.12449841573834419,19.717375323176384,45.7
2,480,0.1099955104291439,16.752351865172386,54.01
3,640,0.09802001714706421,14.927830900996923,59.05
4,800,0.0928751491010189,13.725329093635082,62.4
5,960,0.08592863194644451,12.846345618367195,65.44
6,1120,0.0767809059470892,12.184525083750486,68.17
7,1280,0.07012606784701347,11.674325004220009,70.21
8,1440,0.07358812354505062,11.25506204366684,71.47
9,1600,0.07085136324167252,10.902738872915506,72.6
10,1760,0.06713614240288734,10.619148936122656,73.37
11,1920,0.07059678994119167,10.348215844482183,74.4
12,2080,0.06855058670043945,10.146673500537872,75.37
13,2240,0.06340175401419401,9.944038584828377,75.95
14,2400,0.06360852159559727,9.768346898257732,76.56
15,2560,0.06649037264287472,9.62460683658719,77.2
16,2720,0.061348142102360725,9.498303901404142,77.34
17,2880,0.05888858251273632,9.361207481473684,77.81
18,3040,0.059882902540266514,9.241745091974735,78.1
19,3200,0.061828347854316235,9.129257328808308,78.46
20,3360,0.05853703338652849,9.036713272333145,78.71
21,3520,0.05491547845304012,8.943871527910233,79.1
22,3680,0.05683169048279524,8.866571988910437,79.2
23,3840,0.05719062965363264,8.78594858199358,79.41
24,4000,0.05507779028266668,8.711487121880054,79.52
