0,80,1.894947350025177,1.8849537873723705,74.94
1,160,1.765620857477188,1.755520571568969,83.1
2,240,1.7176710367202759,1.7143370771104363,83.83
3,320,1.7160112261772156,1.69259022907087,85.49
4,400,1.6960125863552094,1.678409457966021,86.01
5,480,1.670377641916275,1.6676971517550718,86.33
6,560,1.6501409113407135,1.6591549580264244,86.95
7,640,1.6935586333274841,1.652222766238413,87.18
8,720,1.6425996124744415,1.6463083461591392,87.38
9,800,1.6447856724262238,1.6415211129340397,87.49
10,880,1.6626193523406982,1.63690408096192,87.86
11,960,1.6532858312129974,1.6329899365734901,87.95
12,1040,1.647332489490509,1.629547713668483,88.06
13,1120,1.6404969096183777,1.6263608013748363,88.27
14,1200,1.6420199275016785,1.6236367582515547,88.28
15,1280,1.6377271711826324,1.6211879701371406,88.48
16,1360,1.6328945457935333,1.6189841206666011,88.49
17,1440,1.633231908082962,1.6168891411678048,88.37
18,1520,1.638479322195053,1.615124192966777,88.66
19,1600,1.6236210465431213,1.6133084767942976,88.77
20,1680,1.634904533624649,1.6116930284317892,88.83
21,1760,1.6167416274547577,1.6103558145510923,88.73
22,1840,1.6178698241710663,1.608808872046744,88.97
23,1920,1.6143284142017365,1.6073948623268468,89.1
24,2000,1.6054584383964539,1.6061017057698244,89.06
